datetime,YEAR,MO,DY,HR,latitude,longitude,tilt,azimuth,system_capacity_kw,ghi,dni,dhi,temp_air,wind_speed,humidity,sun_elevation,sun_azimuth,sun_zenith,poa_global,poa_direct,poa_diffuse,poa_sky_diffuse,poa_ground_diffuse,cell_temperature,dc_power_kw,ac_power_kw,energy_kwh,performance_ratio
2025-09-02 15:00:00+00:00,2025,9,2,15,40.79,-73.95,30,180,5.0,458.55,720.83,87.51,26.15,3.03,7.44,48.10599648561635,134.27048132262775,41.87896117487228,722.0708403775507,632.7436424481318,89.32719792941883,81.64794154258813,7.679256386830704,47.0839865376616,0.4937145221287555,0.47396594124360525,0.47396594124360525,1.3781585177729956
2025-09-02 16:00:00+00:00,2025,9,2,16,40.79,-73.95,30,180,5.0,277.6,599.86,62.99,25.08,3.19,7.52,54.64153482610642,155.81064847477478,35.346561749566604,645.4342564847535,582.0148679038826,63.41938858087088,58.770470092190905,4.6489184886799775,43.63348702646418,0.4479956198296325,0.43007579503644716,0.43007579503644716,2.0656858551222244
2025-09-02 17:00:00+00:00,2025,9,2,17,40.79,-73.95,30,180,5.0,107.97,394.84,39.04,23.34,3.13,7.86,56.828857039943614,182.10454813951264,33.16017705562274,432.39970783680604,394.1667373107595,38.23297052604651,36.42481588187224,1.808154644174269,35.809397562379566,0.31027783983401014,0.29786672624064975,0.29786672624064975,3.6783887652823286
2025-09-02 18:00:00+00:00,2025,9,2,18,40.79,-73.95,30,180,5.0,3.75,26.8,4.57,20.35,2.46,8.54,53.84052773334913,207.88452983149804,36.14721299851952,30.05483424120524,25.72816560158175,4.326668639623487,4.263868047647443,0.06280059197604436,21.248239441536555,0.02287940130599586,0.021964225253756027,0.021964225253756027,7.809502312446588
2025-09-03 05:00:00+00:00,2025,9,3,5,40.79,-73.95,30,180,5.0,11.05,34.24,11.01,15.12,1.21,10.2,-41.74612495583284,1.5980516624250072,131.74612495583284,10.457522258856079,0.0,10.457522258856079,10.272469847833335,0.18505241102274406,15.454212027293456,0.008142617564750758,0.007816912862160727,0.007816912862160727,0.9432172382697708
2025-09-03 06:00:00+00:00,2025,9,3,6,40.79,-73.95,30,180,5.0,146.05,470.07,52.66,16.85,1.19,10.34,-39.52143575124967,21.02334132809426,129.52143575124967,51.578322603804615,0.0,51.578322603804615,49.13244888164427,2.445873722160341,18.500167493201502,0.039689493326572504,0.038101913593509604,0.038101913593509604,0.34784355671354195
2025-09-03 07:00:00+00:00,2025,9,3,7,40.79,-73.95,30,180,5.0,334.5,643.45,88.56,19.55,0.93,9.72,-33.900342951094174,38.24630739032955,123.90034295109417,88.22941768383811,0.0,88.22941768383811,82.62760487957495,5.601812804263156,22.412575302221057,0.06685692418603602,0.06418264721859457,0.06418264721859457,0.25583516579409893
2025-09-03 08:00:00+00:00,2025,9,3,8,40.79,-73.95,30,180,5.0,517.78,742.32,113.48,22.17,0.91,8.5,-25.807474230855952,52.672878790958634,115.80747423085595,114.54945221429072,0.0,114.54945221429072,105.87828141072906,8.671170803561665,25.89052977678213,0.08560606006638531,0.0821818176637299,0.0821818176637299,0.21162609000921856
2025-09-03 09:00:00+00:00,2025,9,3,9,40.79,-73.95,30,180,5.0,641.38,690.37,150.46,24.19,0.91,7.86,-16.11196919226611,64.78066831472813,106.11196919226612,151.12216944179545,0.0,151.12216944179545,140.38109112670335,10.741078315092087,29.098400000798694,0.11148354978326373,0.10702420779193318,0.10702420779193318,0.22248736119395304
2025-09-03 10:00:00+00:00,2025,9,3,10,40.79,-73.95,30,180,5.0,775.53,831.99,126.36,25.56,1.16,7.65,-5.4524727113824625,75.36427176983034,95.45247271138246,130.88314983648263,0.0,130.88314983648263,117.89548501110085,12.987664825381781,29.754169268595938,0.09629564043117306,0.09244381481392613,0.09244381481392613,0.15893443161696072
2025-09-03 11:00:00+00:00,2025,9,3,11,40.79,-73.95,30,180,5.0,820.85,798.76,206.91,26.39,1.61,7.74,5.7210493713705235,85.20498177218604,84.13462525906137,244.27694709463904,37.48065803317699,206.79628906146206,193.04965814851911,13.746630912942937,34.03075105729201,0.17658969742623837,0.16952610952918884,0.16952610952918884,0.2753667694531097
2025-09-03 12:00:00+00:00,2025,9,3,12,40.79,-73.95,30,180,5.0,799.92,849.31,113.51,26.83,2.08,7.68,17.05649997873624,95.0559005460293,72.89002324613601,371.46605784191263,252.16366617453284,119.3023916673798,105.90627179178583,13.396119875593973,38.159891228244035,0.26393418463288193,0.25337681724756667,0.25337681724756667,0.4223369291055216
2025-09-03 13:00:00+00:00,2025,9,3,13,40.79,-73.95,30,180,5.0,736.25,823.1,139.97,26.76,2.37,7.68,28.206681453787876,105.75950584551936,61.7622446277101,578.6584265319933,435.734789090176,142.92363744181733,130.59378788385396,12.329849557963374,44.137580518152575,0.40077145320820445,0.38474059507987624,0.38474059507987624,0.6967571614349768
2025-09-03 14:00:00+00:00,2025,9,3,14,40.79,-73.95,30,180,5.0,612.28,686.05,145.62,26.46,2.49,7.73,38.71601450074237,118.43683976199014,51.26310040552713,645.3108083594656,499.1917529885626,146.11905537090297,135.865309649545,10.253745721357983,45.71531187831873,0.4438796623087502,0.4261244758164002,0.4261244758164002,0.9279512114640366
2025-09-03 15:00:00+00:00,2025,9,3,15,40.79,-73.95,30,180,5.0,446.02,589.8,129.83,26.01,2.51,7.8,47.842506787476275,134.67097618237648,42.14231153722526,646.4468985936667,517.8444408314917,128.60245776217494,121.13303908666686,7.469418675508081,45.27861206024317,0.445508036322865,0.4276877148699504,0.4276877148699504,1.2785307530901469
