YEAR,MO,DY,HR,QV2M,ALLSKY_SFC_SW_DWN,WS10M,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,T2M
2025,9,20,16,5.64,178.9,1.66,83.79,333.43,23.79
2025,9,20,17,6.44,29.38,2.05,24.06,59.52,21.05
2025,9,20,18,6.92,0,2.74,0,0,17.84
2025,9,20,19,7.63,0,2.97,0,0,17.04
2025,9,20,20,8.22,0,2.7,0,0,16.26
2025,9,20,21,8.59,0,2.38,0,0,15.34
2025,9,20,22,8.76,0,2.24,0,0,14.54
2025,9,20,23,8.83,0,2.2,0,0,14.11
2025,9,21,0,8.87,0,2.19,0,0,13.88
2025,9,21,1,8.89,0,2.25,0,0,13.64
2025,9,21,2,8.92,0,2.33,0,0,13.44
2025,9,21,3,8.93,0,2.41,0,0,13.25
2025,9,21,4,8.91,0,2.5,0,0,13
2025,9,21,5,8.85,0,2.61,0,0,12.76
2025,9,21,6,8.79,76.57,2.66,63.78,34.16,14.24
2025,9,21,7,8.19,222.93,3.14,164.38,146.95,16.65
2025,9,21,8,7.06,380.83,3.35,249.89,242.98,18.32
2025,9,21,9,6.25,483.45,3.32,313.2,236.66,19.55
2025,9,21,10,5.86,504.15,3.25,359.29,146.8,20.53
2025,9,21,11,5.62,547.45,3.16,408.22,107.56,21.16
2025,9,21,12,5.49,584.62,3.06,327.69,299.44,21.46
2025,9,21,13,5.43,586.38,2.98,289.95,408.49,21.48
2025,9,21,14,5.42,507.48,2.94,171.38,579.45,21.28
2025,9,21,15,5.42,349.02,2.91,152.54,459.17,20.87
2025,9,21,16,5.43,174.35,2.9,88.75,330.43,20.07
2025,9,21,17,5.7,28.27,2.55,25.05,62.89,18.16
2025,9,21,18,6.15,0,2.32,0,0,15.43
2025,9,21,19,6.61,0,2.22,0,0,14.44
2025,9,21,20,7,0,1.98,0,0,13.63
2025,9,21,21,7.34,0,2.01,0,0,13.15
2025,9,21,22,7.59,0,1.92,0,0,13.03
2025,9,21,23,7.79,0,1.93,0,0,12.84
2025,9,22,0,8,0,1.95,0,0,12.65
2025,9,22,1,8.22,0,1.91,0,0,12.57
2025,9,22,2,8.43,0,1.81,0,0,12.54
2025,9,22,3,8.62,0,1.67,0,0,12.64
2025,9,22,4,8.78,0,1.5,0,0,12.77
2025,9,22,5,8.89,0,1.42,0,0,12.6
2025,9,22,6,9.08,87.1,1.16,40.61,278.22,13.56
2025,9,22,7,8.96,241.68,0.89,75.52,535.03,16.33
2025,9,22,8,8.24,400.98,0.85,112.47,595.39,18.69
2025,9,22,9,7.48,516.58,1.11,159.95,584.8,21.07
2025,9,22,10,7.7,509.95,1.62,146.74,595.17,23.1
2025,9,22,11,8.42,553,2.09,259.33,367.78,24.27
2025,9,22,12,9,596.22,2.45,187.38,584.69,24.93
2025,9,22,13,9.44,504.75,2.71,252.07,363.73,25.2
2025,9,22,14,9.77,505.35,2.91,149.34,603.93,25.15
2025,9,22,15,10.05,334.15,3.11,111.34,529.05,24.66
2025,9,22,16,10.26,164.07,3.29,70.87,371.34,23.73
2025,9,22,17,10.43,23.55,3.18,20.16,57.93,21.98
2025,9,22,18,10.71,0,2.97,0,0,19.87
2025,9,22,19,11.03,0,2.86,0,0,18.85
2025,9,22,20,11.34,0,2.66,0,0,18.18
2025,9,22,21,11.64,0,2.52,0,0,17.71
2025,9,22,22,11.87,0,2.42,0,0,17.51
2025,9,22,23,12.03,0,2.45,0,0,17.48
2025,9,23,0,12.14,0,2.39,0,0,17.35
2025,9,23,1,12.15,0,2.25,0,0,16.94
2025,9,23,2,12.1,0,2.18,0,0,16.37
2025,9,23,3,12.03,0,2.16,0,0,16.04
2025,9,23,4,11.98,0,2.12,0,0,15.82
2025,9,23,5,12,0,2.16,0,0,15.87
2025,9,23,6,12.16,68.3,2.36,57.61,46.07,17.39
2025,9,23,7,12.35,207.15,2.95,144.77,224.77,19.78
2025,9,23,8,12.05,371.15,3.44,177.2,382.84,22.23
2025,9,23,9,11.65,522.7,3.48,189.54,515.62,24.56
2025,9,23,10,11.53,625.6,3.44,200.96,572.45,26.31
2025,9,23,11,11.61,711.25,3.39,152.46,741.42,27.66
2025,9,23,12,11.8,675.92,3.34,159.71,742.02,28.57
2025,9,23,13,12.11,571.45,3.38,242.47,538.7,28.91
2025,9,23,14,12.46,448.77,3.39,166.27,506.03,28.63
2025,9,23,15,12.78,296.45,3.36,146.17,371.84,27.82
2025,9,23,16,13.2,144,3.22,99.24,188.69,26.62
2025,9,23,17,13.46,18.7,3.25,19.98,15.82,24.64
2025,9,23,18,13.66,0,3.32,0,0,22.96
2025,9,23,19,13.86,0,3.19,0,0,22.2
2025,9,23,20,14.01,0,2.85,0,0,21.61
2025,9,23,21,14.1,0,2.7,0,0,21.16
2025,9,23,22,14.11,0,2.55,0,0,20.78
2025,9,23,23,13.92,0,2.36,0,0,20.41
2025,9,24,0,13.68,0,2.2,0,0,19.93
2025,9,24,1,13.48,0,2.11,0,0,19.6
2025,9,24,2,13.28,0,1.91,0,0,19.26
2025,9,24,3,13.07,0,1.79,0,0,18.98
2025,9,24,4,12.91,0,1.79,0,0,18.72
2025,9,24,5,12.85,0,1.64,0,0,18.64
2025,9,24,6,13.26,53.28,1.03,44.97,17.95,19.36
2025,9,24,7,14.44,152.3,0.64,124.87,34.85,20.57
2025,9,24,8,14.26,266.4,0.9,214.72,48.69,24.66
2025,9,24,9,13.09,371.58,1.17,300.07,47.49,25.67
2025,9,24,10,12.58,445.35,1.55,317.68,105.77,25.2
2025,9,24,11,12.61,395.8,1.83,322.4,26.11,25.48
2025,9,24,12,12.66,306.2,1.93,249.17,14.13,25.85
2025,9,24,13,12.74,232.4,1.94,194.49,4.76,26.02
2025,9,24,14,12.9,169.4,1.96,147.13,0,25.52
2025,9,24,15,13.14,100.88,2.16,87.05,0,24.75
2025,9,24,16,13.46,53.65,2.43,47.04,0,23.93
2025,9,24,17,13.79,8.15,2.45,8.29,0,22.54
2025,9,24,18,14.03,0,2.75,0,0,21.25
2025,9,24,19,14.2,0,2.88,0,0,20.63
2025,9,24,20,14.24,0,2.7,0,0,20.32
2025,9,24,21,14.2,0,2.72,0,0,20.15
2025,9,24,22,14.15,0,2.92,0,0,20.02
2025,9,24,23,14.16,0,3.01,0,0,19.96
2025,9,25,0,14.23,0,2.89,0,0,20.02
2025,9,25,1,14.33,0,2.83,0,0,20.13
2025,9,25,2,14.43,0,2.97,0,0,20.21
2025,9,25,3,14.56,0,2.97,0,0,20.3
2025,9,25,4,14.73,0,3.31,0,0,20.5
2025,9,25,5,14.95,0,3.46,0,0,20.72
2025,9,25,6,15.13,28.65,3.26,25.03,0,20.9
2025,9,25,7,15.52,87.12,3.35,76.19,0,21.4
2025,9,25,8,16.08,162.02,3.2,137.58,9.19,22.08
2025,9,25,9,16.58,223.95,3.45,187.4,26.86,22.66
2025,9,25,10,16.85,223.8,3.61,176.02,21.33,23
2025,9,25,11,16.92,209.1,3.83,159.8,35.75,23.3
2025,9,25,12,16.77,175.68,3.98,141.68,15.99,23.61
2025,9,25,13,16.54,186.38,4.29,158.07,0,24.28
2025,9,25,14,16.23,159.2,4.59,136.93,16.73,24.58
2025,9,25,15,16.15,73.55,4.54,64.12,0,24.17
2025,9,25,16,16.24,35.12,4.19,30.8,0,23.48
2025,9,25,17,16.24,4,3.86,4.12,0,22.83
2025,9,25,18,16.21,0,3.75,0,0,22.36
2025,9,25,19,16.2,0,3.71,0,0,22.22
2025,9,25,20,16.21,0,3.51,0,0,22.09
2025,9,25,21,16.15,0,3.26,0,0,21.95
2025,9,25,22,16.04,0,2.93,0,0,21.8
2025,9,25,23,15.84,0,2.78,0,0,21.61
2025,9,26,0,15.4,0,2.42,0,0,21.11
2025,9,26,1,14.77,0,2.1,0,0,20.32
2025,9,26,2,14.04,0,2.03,0,0,19.51
2025,9,26,3,13.42,0,2,0,0,19
2025,9,26,4,12.97,0,1.8,0,0,18.49
2025,9,26,5,12.64,0,1.68,0,0,17.99
2025,9,26,6,12.65,59.58,1.81,48.19,44.79,18.43
2025,9,26,7,12.9,211.52,1.71,139.44,248.24,19.98
2025,9,26,8,12.59,358.98,1.98,187.78,375.69,22.65
2025,9,26,9,12.08,509.08,2.08,225.48,479.62,24.96
2025,9,26,10,11.75,640.88,2.03,173.4,664.84,26.59
2025,9,26,11,11.56,694.42,2.04,132.99,732.66,27.68
2025,9,26,12,11.34,656.7,2.17,117.9,756.35,28.35
2025,9,26,13,11.14,611.45,2.26,132.08,731.52,28.7
2025,9,26,14,10.96,477.98,2.28,123.22,671.47,28.74
2025,9,26,15,10.81,311.52,2.21,107.51,530.97,28.41
2025,9,26,16,10.98,140.65,1.98,71.73,297.69,27.39
2025,9,26,17,11.69,16.4,1.55,19.49,37.01,24.83
2025,9,26,18,11.54,0,1.77,0,0,22.53
2025,9,26,19,11.58,0,1.83,0,0,22.1
2025,9,26,20,11.56,0,1.94,0,0,21.5
2025,9,26,21,11.45,0,2.06,0,0,20.61
2025,9,26,22,11.42,0,2.16,0,0,19.93
2025,9,26,23,11.44,0,2.22,0,0,19.27
2025,9,27,0,11.53,0,2.14,0,0,18.52
2025,9,27,1,11.63,0,2.09,0,0,17.7
2025,9,27,2,11.69,0,2.01,0,0,17.23
2025,9,27,3,11.67,0,2.03,0,0,16.64
2025,9,27,4,11.53,0,2.14,0,0,16.36
2025,9,27,5,11.31,0,2.02,0,0,15.86
2025,9,27,6,11.13,63.47,2.05,52.56,83.94,16.48
2025,9,27,7,10.95,223,1.75,136.8,298.25,18.8
2025,9,27,8,9.93,392.77,2.28,169.17,496.52,22.51
2025,9,27,9,9.42,534.45,1.91,164.6,657.97,24.87
2025,9,27,10,9.16,535.33,1.42,303.72,299.53,26.46
2025,9,27,11,8.99,609.6,0.64,276.94,505.2,27.42
2025,9,27,12,9.02,528.28,0.36,364.13,226.12,28.2
2025,9,27,13,9.13,429.9,0.84,352.54,68.81,28.41
2025,9,27,14,9.31,289.12,1.37,240.92,22.34,27.93
2025,9,27,15,9.68,184.4,1.94,159.7,14.16,26.71
2025,9,27,16,10.64,89.62,2.3,78.68,7.84,24.98
2025,9,27,17,10.94,8.65,2.61,9.08,0,23.07
2025,9,27,18,11.29,0,2.4,0,0,21.69
2025,9,27,19,11.87,0,1.96,0,0,21.01
2025,9,27,20,12.39,0,1.59,0,0,20.62
2025,9,27,21,12.82,0,1.52,0,0,20.41
2025,9,27,22,13.14,0,1.28,0,0,20.14
2025,9,27,23,13.34,0,1.04,0,0,19.87
2025,9,28,0,13.44,0,0.86,0,0,19.64
2025,9,28,1,13.41,0,0.81,0,0,19.5
2025,9,28,2,13.32,0,0.7,0,0,19.36
2025,9,28,3,12.68,0,0.6,0,0,19.23
2025,9,28,4,12.35,0,0.53,0,0,18.87
2025,9,28,5,12.03,0,0.74,0,0,18.38
2025,9,28,6,12.19,51.08,1.01,47.49,23.43,18.39
2025,9,28,7,12.58,194.27,1.21,124.15,200.5,19.34
2025,9,28,8,12.38,373.8,1.54,178.32,410.96,21.57
2025,9,28,9,11.49,531.72,1.51,157.11,606.54,23.74
2025,9,28,10,11.24,633.85,1.34,158.74,661.19,26.16
2025,9,28,11,11.05,691.03,1.31,121.42,790.14,28
2025,9,28,12,10.86,664.67,1.39,190.4,654.91,29.17
2025,9,28,13,10.66,617.67,1.35,96.91,801.81,29.99
2025,9,28,14,10.42,480.83,1.29,121.61,653.65,30.35
2025,9,28,15,10.33,339.52,1.14,85.13,670.42,29.99
2025,9,28,16,10.79,152.73,1.06,69.23,391.96,28.94
2025,9,28,17,11.66,14.77,1.58,15.25,43.71,26.07
2025,9,28,18,11.77,0,2.19,0,0,23.88
2025,9,28,19,12.19,0,2.08,0,0,22.77
2025,9,28,20,12.51,0,1.6,0,0,21.84
2025,9,28,21,12.8,0,1.16,0,0,20.98
2025,9,28,22,12.82,0,1.36,0,0,20.35
2025,9,28,23,12.61,0,1.9,0,0,20.18
2025,9,29,0,12.36,0,2.24,0,0,19.72
2025,9,29,1,12.05,0,2.45,0,0,19.05
2025,9,29,2,11.71,0,2.6,0,0,18.35
2025,9,29,3,11.37,0,2.69,0,0,17.52
2025,9,29,4,11.04,0,2.7,0,0,16.69
2025,9,29,5,10.73,0,2.6,0,0,15.91
2025,9,29,6,10.4,49.58,2.77,43.52,25.48,16.06
2025,9,29,7,9.95,162.52,2.6,141.07,51.97,17.99
2025,9,29,8,8.59,295.95,2.48,239.24,60.93,21.04
2025,9,29,9,6.61,402.4,2.84,335.81,65.03,23.66
2025,9,29,10,6.14,515.12,2.13,396.42,154.17,25.15
2025,9,29,11,6.03,584.85,1.4,438.54,346.69,26.29
2025,9,29,12,5.9,459.3,0.9,373.9,57.22,27.04
2025,9,29,13,5.76,374.7,0.79,309.21,28.8,27.24
2025,9,29,14,5.52,293.98,0.86,246.64,34.44,26.84
2025,9,29,15,5.62,183,0.98,157.36,28.21,26.15
2025,9,29,16,7.06,84.97,0.84,71.98,33.72,24.42
2025,9,29,17,6.99,6.8,0.74,7.11,0,22.81
2025,9,29,18,6.98,0,0.78,0,0,21.7
2025,9,29,19,7.31,0,1.05,0,0,20.73
2025,9,29,20,7.74,0,1.34,0,0,19.71
2025,9,29,21,8.12,0,1.52,0,0,18.72
2025,9,29,22,8.3,0,1.66,0,0,17.92
2025,9,29,23,8.32,0,1.83,0,0,17.28
2025,9,30,0,8.27,-999,1.83,-999,-999,16.8
2025,9,30,1,8.28,-999,1.99,-999,-999,16.39
2025,9,30,2,8.38,-999,2.08,-999,-999,16.03
2025,9,30,3,8.58,-999,2.13,-999,-999,15.8
2025,9,30,4,8.78,-999,2.24,-999,-999,15.8
2025,9,30,5,8.92,-999,2.24,-999,-999,15.67
2025,9,30,6,9.06,-999,2.26,-999,-999,15.89
2025,9,30,7,9.17,-999,2.48,-999,-999,17.18
2025,9,30,8,9.24,-999,2.46,-999,-999,19.05
2025,9,30,9,8.9,-999,3.2,-999,-999,21.77
2025,9,30,10,8.38,-999,3.42,-999,-999,23.95
2025,9,30,11,8.11,-999,3.12,-999,-999,25.4
2025,9,30,12,7.81,-999,2.92,-999,-999,26.3
2025,9,30,13,7.68,-999,2.89,-999,-999,26.85
2025,9,30,14,7.69,-999,2.92,-999,-999,27.05
2025,9,30,15,7.88,-999,2.83,-999,-999,26.64
2025,9,30,16,8.75,-999,2.23,-999,-999,25.49
2025,9,30,17,9.14,-999,2.04,-999,-999,22.49
2025,9,30,18,9.12,-999,2.19,-999,-999,20.64
2025,9,30,19,9.38,-999,2.31,-999,-999,19.82
2025,9,30,20,9.52,-999,2.74,-999,-999,19.03
2025,9,30,21,9.46,-999,2.88,-999,-999,18.19
2025,9,30,22,9.1,-999,3.14,-999,-999,17.31
2025,9,30,23,8.4,-999,3.52,-999,-999,16.32
2025,10,1,0,7.55,-999,3.78,-999,-999,15.25
2025,10,1,1,6.97,-999,3.79,-999,-999,14.15
2025,10,1,2,6.74,-999,3.67,-999,-999,13.22
2025,10,1,3,6.66,-999,3.58,-999,-999,12.56
2025,10,1,4,6.67,-999,3.53,-999,-999,12.01
2025,10,1,5,6.69,-999,3.47,-999,-999,11.45
2025,10,1,6,6.65,-999,3.68,-999,-999,11.41
2025,10,1,7,6.34,-999,4.62,-999,-999,13.27
2025,10,1,8,5.72,-999,4.96,-999,-999,15.29
2025,10,1,9,5.33,-999,4.71,-999,-999,16.91
2025,10,1,10,5.04,-999,4.3,-999,-999,18.43
2025,10,1,11,4.81,-999,3.92,-999,-999,19.8
2025,10,1,12,4.66,-999,3.78,-999,-999,20.89
2025,10,1,13,4.57,-999,3.82,-999,-999,21.58
2025,10,1,14,4.56,-999,3.93,-999,-999,21.75
2025,10,1,15,4.57,-999,3.98,-999,-999,21.42
2025,10,1,16,4.66,-999,3.74,-999,-999,20.51
2025,10,1,17,4.98,-999,2.68,-999,-999,17.85
2025,10,1,18,5.27,-999,2.63,-999,-999,15.05
2025,10,1,19,5.49,-999,2.79,-999,-999,14.57
2025,10,1,20,5.71,-999,2.74,-999,-999,13.71
2025,10,1,21,5.87,-999,2.68,-999,-999,12.89
2025,10,1,22,6.01,-999,2.57,-999,-999,12.15
2025,10,1,23,6.1,-999,2.49,-999,-999,11.48
2025,10,2,0,6.16,-999,2.56,-999,-999,11.1
2025,10,2,1,6.27,-999,2.53,-999,-999,10.63
2025,10,2,2,6.3,-999,2.57,-999,-999,10.23
2025,10,2,3,6.3,-999,2.67,-999,-999,10.01
2025,10,2,4,6.31,-999,2.78,-999,-999,9.79
2025,10,2,5,6.32,-999,2.74,-999,-999,9.46
2025,10,2,6,6.2,-999,2.78,-999,-999,10.05
2025,10,2,7,5.59,-999,3.4,-999,-999,12.82
2025,10,2,8,4.87,-999,3.31,-999,-999,14.79
2025,10,2,9,4.52,-999,2.91,-999,-999,16.44
2025,10,2,10,4.21,-999,2.6,-999,-999,17.83
2025,10,2,11,3.95,-999,2.3,-999,-999,18.98
2025,10,2,12,3.74,-999,1.94,-999,-999,19.82
2025,10,2,13,3.58,-999,1.57,-999,-999,20.24
2025,10,2,14,3.5,-999,1.35,-999,-999,20.22
2025,10,2,15,3.51,-999,1.44,-999,-999,19.76
2025,10,2,16,3.81,-999,1.73,-999,-999,18.61
2025,10,2,17,4.59,-999,2.12,-999,-999,15.23
2025,10,2,18,4.75,-999,2.47,-999,-999,13.2
2025,10,2,19,5.15,-999,2.51,-999,-999,12.81
2025,10,2,20,5.53,-999,2.36,-999,-999,12.06
2025,10,2,21,5.87,-999,2.3,-999,-999,11.27
2025,10,2,22,6.09,-999,2.22,-999,-999,10.96
2025,10,2,23,6.23,-999,2.13,-999,-999,10.92
2025,10,3,0,6.33,-999,2.08,-999,-999,10.91
2025,10,3,1,6.41,-999,2.05,-999,-999,10.96
2025,10,3,2,6.47,-999,2.02,-999,-999,10.71
2025,10,3,3,6.5,-999,2.01,-999,-999,10.11
2025,10,3,4,6.52,-999,1.96,-999,-999,9.63
2025,10,3,5,6.52,-999,1.92,-999,-999,9.23
2025,10,3,6,6.55,-999,1.92,-999,-999,9.8
2025,10,3,7,6.5,-999,1.81,-999,-999,12.78
2025,10,3,8,6.07,-999,2.18,-999,-999,15.95
2025,10,3,9,5.78,-999,2.2,-999,-999,18.41
2025,10,3,10,5.86,-999,2.2,-999,-999,20.07
2025,10,3,11,6,-999,2.38,-999,-999,21.33
2025,10,3,12,6.12,-999,2.59,-999,-999,22.26
2025,10,3,13,6.22,-999,2.76,-999,-999,22.84
2025,10,3,14,6.38,-999,2.87,-999,-999,23.02
2025,10,3,15,6.52,-999,2.92,-999,-999,22.76
2025,10,3,16,6.93,-999,2.92,-999,-999,21.68
2025,10,3,17,7.48,-999,2.94,-999,-999,18.32
2025,10,3,18,7.85,-999,3.23,-999,-999,16.75
2025,10,3,19,8.32,-999,2.99,-999,-999,16.11
2025,10,3,20,8.63,-999,2.84,-999,-999,15.41
2025,10,3,21,8.72,-999,2.77,-999,-999,14.77
2025,10,3,22,8.59,-999,2.72,-999,-999,14.12
2025,10,3,23,8.34,-999,2.55,-999,-999,13.37
2025,10,4,0,8.01,-999,2.48,-999,-999,12.61
2025,10,4,1,7.7,-999,2.41,-999,-999,11.97
2025,10,4,2,7.5,-999,2.34,-999,-999,11.4
2025,10,4,3,7.44,-999,2.27,-999,-999,10.91
2025,10,4,4,7.47,-999,2.16,-999,-999,10.55
2025,10,4,5,7.55,-999,2.1,-999,-999,10.26
2025,10,4,6,7.66,-999,2.06,-999,-999,10.84
2025,10,4,7,7.8,-999,1.84,-999,-999,13.44
2025,10,4,8,8.07,-999,1.21,-999,-999,17.06
2025,10,4,9,8.35,-999,1.42,-999,-999,21.88
2025,10,4,10,7.67,-999,1.16,-999,-999,25.65
2025,10,4,11,7.09,-999,1.05,-999,-999,27.29
2025,10,4,12,6.94,-999,1.01,-999,-999,28.33
2025,10,4,13,6.98,-999,0.92,-999,-999,28.98
2025,10,4,14,7.14,-999,0.88,-999,-999,29.19
2025,10,4,15,7.4,-999,0.88,-999,-999,28.86
2025,10,4,16,8.46,-999,0.75,-999,-999,27.69
2025,10,4,17,8.95,-999,1.13,-999,-999,24.92
2025,10,4,18,9.46,-999,1.73,-999,-999,22.75
2025,10,4,19,10.14,-999,2.34,-999,-999,20.92
2025,10,4,20,10.64,-999,2.58,-999,-999,19.63
2025,10,4,21,10.92,-999,2.45,-999,-999,18.79
2025,10,4,22,10.79,-999,2.19,-999,-999,18.22
2025,10,4,23,10.4,-999,1.99,-999,-999,17.76
2025,10,5,0,10.03,-999,1.88,-999,-999,17.48
2025,10,5,1,9.67,-999,1.63,-999,-999,17.23
2025,10,5,2,9.43,-999,1.33,-999,-999,17.01
2025,10,5,3,9.33,-999,1.24,-999,-999,16.52
2025,10,5,4,9.47,-999,1.59,-999,-999,15.7
2025,10,5,5,9.83,-999,1.77,-999,-999,14.91
2025,10,5,6,10.24,-999,1.88,-999,-999,15.14
2025,10,5,7,10.62,-999,1.67,-999,-999,17.77
2025,10,5,8,10.82,-999,1.08,-999,-999,20.86
2025,10,5,9,10.46,-999,1.35,-999,-999,24.56
2025,10,5,10,9.53,-999,1.62,-999,-999,27.39
2025,10,5,11,9.33,-999,1.85,-999,-999,28.61
2025,10,5,12,9.28,-999,2.05,-999,-999,29.22
2025,10,5,13,9.28,-999,2.26,-999,-999,29.39
2025,10,5,14,9.28,-999,2.45,-999,-999,29.13
2025,10,5,15,9.31,-999,2.59,-999,-999,28.37
2025,10,5,16,9.62,-999,2.66,-999,-999,26.84
2025,10,5,17,10.14,-999,2.47,-999,-999,23.49
2025,10,5,18,10.43,-999,2.77,-999,-999,21.47
2025,10,5,19,10.89,-999,2.58,-999,-999,20.21
2025,10,5,20,11.33,-999,2.39,-999,-999,19.14
2025,10,5,21,11.68,-999,2.29,-999,-999,18.28
2025,10,5,22,11.88,-999,2.24,-999,-999,17.5
2025,10,5,23,11.89,-999,2.34,-999,-999,16.92
2025,10,6,0,11.7,-999,2.41,-999,-999,16.51
2025,10,6,1,11.35,-999,2.43,-999,-999,16.05
2025,10,6,2,10.91,-999,2.4,-999,-999,15.55
2025,10,6,3,10.51,-999,2.32,-999,-999,15
2025,10,6,4,10.21,-999,2.17,-999,-999,14.42
2025,10,6,5,9.95,-999,2.09,-999,-999,13.88
2025,10,6,6,9.7,-999,1.88,-999,-999,14.19
2025,10,6,7,9.52,-999,1.64,-999,-999,17.19
2025,10,6,8,8.89,-999,1.56,-999,-999,20.37
2025,10,6,9,7.82,-999,1.83,-999,-999,23.78
2025,10,6,10,7.18,-999,1.91,-999,-999,25.74
2025,10,6,11,6.81,-999,2.19,-999,-999,26.96
2025,10,6,12,6.8,-999,2.56,-999,-999,27.65
2025,10,6,13,6.97,-999,2.99,-999,-999,27.82
2025,10,6,14,7.21,-999,3.38,-999,-999,27.39
2025,10,6,15,7.59,-999,3.72,-999,-999,26.37
2025,10,6,16,8.41,-999,3.83,-999,-999,24.49
2025,10,6,17,9.39,-999,3.6,-999,-999,21.57
2025,10,6,18,10.41,-999,3.32,-999,-999,19.65
2025,10,6,19,11.24,-999,2.86,-999,-999,18.46
2025,10,6,20,11.79,-999,2.65,-999,-999,17.67
2025,10,6,21,12.07,-999,2.56,-999,-999,17.21
2025,10,6,22,12.1,-999,2.51,-999,-999,16.84
2025,10,6,23,11.99,-999,2.52,-999,-999,16.5
2025,10,7,0,11.83,-999,2.52,-999,-999,16.32
2025,10,7,1,11.67,-999,2.52,-999,-999,16.28
2025,10,7,2,11.55,-999,2.48,-999,-999,16.48
2025,10,7,3,11.48,-999,2.37,-999,-999,16.56
2025,10,7,4,11.5,-999,2.24,-999,-999,16.45
2025,10,7,5,11.54,-999,2.25,-999,-999,16.07
2025,10,7,6,11.55,-999,2.44,-999,-999,16.25
2025,10,7,7,11.56,-999,2.96,-999,-999,18.64
2025,10,7,8,11.37,-999,3.47,-999,-999,21.24
2025,10,7,9,10.96,-999,3.81,-999,-999,23.6
2025,10,7,10,10.64,-999,4.23,-999,-999,25.23
2025,10,7,11,10.49,-999,4.67,-999,-999,26.07
2025,10,7,12,10.49,-999,4.94,-999,-999,25.84
2025,10,7,13,10.65,-999,4.97,-999,-999,25.31
2025,10,7,14,10.89,-999,5.04,-999,-999,25
2025,10,7,15,11.07,-999,5.11,-999,-999,24.82
2025,10,7,16,11.29,-999,5.09,-999,-999,24.09
2025,10,7,17,11.83,-999,4.83,-999,-999,22.64
2025,10,7,18,12.47,-999,4.65,-999,-999,21.36
2025,10,7,19,12.89,-999,4.49,-999,-999,20.7
2025,10,7,20,13.01,-999,4.34,-999,-999,20.4
2025,10,7,21,12.95,-999,4.38,-999,-999,20.18
2025,10,7,22,12.75,-999,4.67,-999,-999,20.19
2025,10,7,23,12.51,-999,4.86,-999,-999,20.3
2025,10,8,0,12.73,-999,5.01,-999,-999,20.29
2025,10,8,1,12.97,-999,5.01,-999,-999,20.3
2025,10,8,2,13.21,-999,4.86,-999,-999,20.2
2025,10,8,3,13.34,-999,4.79,-999,-999,19.88
2025,10,8,4,13.37,-999,4.41,-999,-999,19.55
2025,10,8,5,13.43,-999,4.22,-999,-999,19.41
2025,10,8,6,13.55,-999,3.65,-999,-999,19.4
2025,10,8,7,13.38,-999,2.7,-999,-999,19.22
2025,10,8,8,12.48,-999,3.09,-999,-999,18.4
2025,10,8,9,10.99,-999,4.61,-999,-999,16.97
2025,10,8,10,9.93,-999,5.31,-999,-999,16.24
2025,10,8,11,9.16,-999,5.34,-999,-999,17.16
2025,10,8,12,8.44,-999,5.08,-999,-999,18.95
2025,10,8,13,7.6,-999,5.09,-999,-999,20.45
2025,10,8,14,6.81,-999,5.26,-999,-999,21.03
2025,10,8,15,6.37,-999,5.22,-999,-999,20.76
2025,10,8,16,6.17,-999,4.68,-999,-999,19.66
2025,10,8,17,6.18,-999,3.61,-999,-999,17.44
2025,10,8,18,6.09,-999,3.4,-999,-999,15.89
2025,10,8,19,6.02,-999,3.37,-999,-999,15
2025,10,8,20,5.98,-999,3.43,-999,-999,14.18
2025,10,8,21,5.93,-999,3.61,-999,-999,13.52
2025,10,8,22,5.92,-999,3.51,-999,-999,12.75
2025,10,8,23,5.94,-999,3.56,-999,-999,12.2
2025,10,9,0,6,-999,3.62,-999,-999,11.72
2025,10,9,1,6.06,-999,3.68,-999,-999,11.27
2025,10,9,2,6.05,-999,3.6,-999,-999,10.79
2025,10,9,3,6.01,-999,3.38,-999,-999,10.18
2025,10,9,4,5.99,-999,3.25,-999,-999,9.55
2025,10,9,5,5.94,-999,3.31,-999,-999,8.98
2025,10,9,6,5.76,-999,3.67,-999,-999,8.88
2025,10,9,7,5.12,-999,4.71,-999,-999,10.28
2025,10,9,8,4.15,-999,4.97,-999,-999,11.64
2025,10,9,9,3.67,-999,4.7,-999,-999,12.91
2025,10,9,10,3.37,-999,4.43,-999,-999,14.07
2025,10,9,11,3.18,-999,4.17,-999,-999,15.02
2025,10,9,12,3.06,-999,3.9,-999,-999,15.78
2025,10,9,13,2.98,-999,3.64,-999,-999,16.23
2025,10,9,14,2.93,-999,3.38,-999,-999,16.33
2025,10,9,15,2.95,-999,3.16,-999,-999,15.94
2025,10,9,16,3.06,-999,2.83,-999,-999,14.86
2025,10,9,17,3.52,-999,2.24,-999,-999,11.38
2025,10,9,18,3.63,-999,2.5,-999,-999,9.48
2025,10,9,19,3.72,-999,2.53,-999,-999,8.85
2025,10,9,20,3.82,-999,2.46,-999,-999,8.13
2025,10,9,21,3.92,-999,2.43,-999,-999,7.49
2025,10,9,22,4.01,-999,2.44,-999,-999,7
2025,10,9,23,4.09,-999,2.48,-999,-999,6.63
2025,10,10,0,4.17,-999,2.53,-999,-999,6.4
2025,10,10,1,4.24,-999,2.42,-999,-999,6
